id,parish_uid,site_uid,region,town,parish_name,parish_label,site_name,day_of_week,time_24h,service_type,mass_category,verified_status,language,special_rule,qualifier,notes,source_url,last_checked,is_active,latitude,longitude,maps_query,parent_parish,site_type,is_mass_only_visible,display_category,search_text,coordinate_precision,coordinate_note,display_site_label,vigil_status,is_vigil_for_sunday,vigil_reason,calendar_day,obligation_day,is_vigil,vigil_label_en,vigil_label_fr,sunday_obligation_eligible,source_text_excerpt,data_status
v19-0023,basses-plaines-wilhems-notre-dame-du-rosaire,basses-plaines-wilhems-notre-dame-du-rosaire-notre-dame-du-rosaire-quatre-bornes,Basses Plaines Wilhems,Quatre-Bornes,Notre-Dame-du-Rosaire,Notre-Dame-du-Rosaire,Notre-Dame-du-Rosaire,Dimanche,10:00,Mass,Mass,high,,,,Carried forward into v19.1 release candidate from the source-traced v19.0 master dataset; not freshly re-scraped line by line.,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/notre-dame-du-rosaire-1927,2026-04-26,True,-20.2638,57.4791,"Notre-Dame-du-Rosaire, Quatre-Bornes, Basses Plaines Wilhems, Mauritius",Notre-Dame-du-Rosaire,Parish Church,True,Mass,basses plaines wilhems quatre bornes notre dame du rosaire notre dame du rosaire notre dame du rosaire notre dame du rosaire quatre bornes basses plaines wilhems mauritius basses plaines wilhems quatre bornes notre dame du rosaire notre dame du rosaire notre dame du rosaire notre dame du rosaire quatre bornes basses plaines wilhems mauritius dimanche 10 00 mass,exact_church,Existing coordinate from prior app dataset.,Notre-Dame-du-Rosaire — 10:00,not_vigil,False,not applicable,Dimanche,Sunday,False,,,True,Dimanche 10:00 — Mass,rebuilt_from_official-source-traced_baseline
v19-0024,basses-plaines-wilhems-notre-dame-du-rosaire,basses-plaines-wilhems-notre-dame-du-rosaire-saint-luc-cite-kennedy,Basses Plaines Wilhems,Cité-Kennedy,Notre-Dame-du-Rosaire,Notre-Dame-du-Rosaire,Saint-Luc,Mardi,18:00,Mass,Mass,high,,,,Adoration at 17:30,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/notre-dame-du-rosaire-1927,2026-04-26,True,-20.2715,57.462,"Saint-Luc, Cité-Kennedy, Notre-Dame-du-Rosaire, Basses Plaines Wilhems, Mauritius",Notre-Dame-du-Rosaire,Sub-parish,True,Mass,basses plaines wilhems cite kennedy notre dame du rosaire notre dame du rosaire st luc adoration at 17 30 st luc cite kennedy notre dame du rosaire basses plaines wilhems mauritius basses plaines wilhems cite kennedy notre dame du rosaire notre dame du rosaire st luc adoration at 17 30 st luc cite kennedy notre dame du rosaire basses plaines wilhems mauritius adoration at 17 30,locality_level,Approximate locality coordinate added in v14.4; directions still use Google Maps text query to avoid false precision.,Saint-Luc — 18:00,not_vigil,False,not applicable,Mardi,Mardi,False,,,False,Adoration at 17:30,rebuilt_from_official-source-traced_baseline
v19-0025,basses-plaines-wilhems-notre-dame-du-rosaire,basses-plaines-wilhems-notre-dame-du-rosaire-saint-luc-cite-kennedy,Basses Plaines Wilhems,Cité-Kennedy,Notre-Dame-du-Rosaire,Notre-Dame-du-Rosaire,Saint-Luc,Samedi,18:00,Mass,Mass,high,,,,Vigil Mass,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/notre-dame-du-rosaire-1927,2026-04-26,True,-20.2715,57.462,"Saint-Luc, Cité-Kennedy, Notre-Dame-du-Rosaire, Basses Plaines Wilhems, Mauritius",Notre-Dame-du-Rosaire,Sub-parish,True,Mass,basses plaines wilhems cite kennedy notre dame du rosaire notre dame du rosaire st luc vigil mass st luc cite kennedy notre dame du rosaire basses plaines wilhems mauritius basses plaines wilhems cite kennedy notre dame du rosaire notre dame du rosaire st luc vigil mass st luc cite kennedy notre dame du rosaire basses plaines wilhems mauritius vigil mass,locality_level,Approximate locality coordinate added in v14.4; directions still use Google Maps text query to avoid false precision.,Saint-Luc — 18:00,practical_1530_rule,True,Saturday Mass at or after 15:30 under v21.4 Sunday-obligation rule,Samedi,Sunday,True,Counts for Sunday obligation,Compte pour l’obligation dominicale,True,Vigil Mass,rebuilt_from_official-source-traced_baseline
v19-0026,basses-plaines-wilhems-notre-dame-du-rosaire,basses-plaines-wilhems-notre-dame-du-rosaire-saint-luc-cite-kennedy,Basses Plaines Wilhems,Cité-Kennedy,Notre-Dame-du-Rosaire,Notre-Dame-du-Rosaire,Saint-Luc,Dimanche,09:30,Mass,Mass,high,,,,Carried forward into v19.1 release candidate from the source-traced v19.0 master dataset; not freshly re-scraped line by line.,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/notre-dame-du-rosaire-1927,2026-04-26,True,-20.2715,57.462,"Saint-Luc, Cité-Kennedy, Notre-Dame-du-Rosaire, Basses Plaines Wilhems, Mauritius",Notre-Dame-du-Rosaire,Sub-parish,True,Mass,basses plaines wilhems cite kennedy notre dame du rosaire notre dame du rosaire st luc st luc cite kennedy notre dame du rosaire basses plaines wilhems mauritius basses plaines wilhems cite kennedy notre dame du rosaire notre dame du rosaire st luc st luc cite kennedy notre dame du rosaire basses plaines wilhems mauritius dimanche 09 30 mass,locality_level,Approximate locality coordinate added in v14.4; directions still use Google Maps text query to avoid false precision.,Saint-Luc — 09:30,not_vigil,False,not applicable,Dimanche,Sunday,False,,,True,Dimanche 09:30 — Mass,rebuilt_from_official-source-traced_baseline
v19-0027,basses-plaines-wilhems-notre-dame-du-rosaire,basses-plaines-wilhems-notre-dame-du-rosaire-saint-thomas-beaux-songes,Basses Plaines Wilhems,Beaux-Songes,Notre-Dame-du-Rosaire,Notre-Dame-du-Rosaire,Saint-Thomas,Samedi,16:30,Mass,Mass,high,,,,Vigil Mass,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/notre-dame-du-rosaire-1927,2026-04-26,True,-20.283,57.416,"Saint-Thomas, Beaux-Songes, Notre-Dame-du-Rosaire, Basses Plaines Wilhems, Mauritius",Notre-Dame-du-Rosaire,Sub-parish,True,Mass,basses plaines wilhems beaux songes notre dame du rosaire notre dame du rosaire st thomas vigil mass st thomas beaux songes notre dame du rosaire basses plaines wilhems mauritius basses plaines wilhems beaux songes notre dame du rosaire notre dame du rosaire st thomas vigil mass st thomas beaux songes notre dame du rosaire basses plaines wilhems mauritius vigil mass,locality_level,Approximate locality coordinate added in v14.4; directions still use Google Maps text query to avoid false precision.,Saint-Thomas — 16:30,practical_1530_rule,True,Saturday Mass at or after 15:30 under v21.4 Sunday-obligation rule,Samedi,Sunday,True,Counts for Sunday obligation,Compte pour l’obligation dominicale,True,Vigil Mass,rebuilt_from_official-source-traced_baseline
v19-0028,basses-plaines-wilhems-notre-dame-du-rosaire,basses-plaines-wilhems-notre-dame-du-rosaire-sainte-brigitte-pierrefonds,Basses Plaines Wilhems,Pierrefonds,Notre-Dame-du-Rosaire,Notre-Dame-du-Rosaire,Sainte-Brigitte,Dimanche,08:00,Mass,Mass,high,,,,Carried forward into v19.1 release candidate from the source-traced v19.0 master dataset; not freshly re-scraped line by line.,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/notre-dame-du-rosaire-1927,2026-04-26,True,-20.285,57.474,"Sainte-Brigitte, Pierrefonds, Notre-Dame-du-Rosaire, Basses Plaines Wilhems, Mauritius",Notre-Dame-du-Rosaire,Sub-parish,True,Mass,basses plaines wilhems pierrefonds notre dame du rosaire notre dame du rosaire st brigitte st brigitte pierrefonds notre dame du rosaire basses plaines wilhems mauritius basses plaines wilhems pierrefonds notre dame du rosaire notre dame du rosaire st brigitte st brigitte pierrefonds notre dame du rosaire basses plaines wilhems mauritius dimanche 08 00 mass,locality_level,Approximate locality coordinate added in v14.4; directions still use Google Maps text query to avoid false precision.,Sainte-Brigitte — 08:00,not_vigil,False,not applicable,Dimanche,Sunday,False,,,True,Dimanche 08:00 — Mass,rebuilt_from_official-source-traced_baseline
v19-0029,basses-plaines-wilhems-sacre-cur,basses-plaines-wilhems-sacre-cur-emmaus-coromandel,Basses Plaines Wilhems,Coromandel,Sacré-Cœur,Sacré-Cœur (Basses Plaines Wilhems),Emmaüs,Mercredi,06:30,Mass,Mass,high,,,,Carried forward into v19.1 release candidate from the source-traced v19.0 master dataset; not freshly re-scraped line by line.,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/sacre-coeur-1880,2026-04-26,True,-20.19,57.467,"Emmaüs, Coromandel, Sacré-Cœur (Basses Plaines Wilhems), Basses Plaines Wilhems, Mauritius",Sacré-Cœur,Sub-parish,True,Mass,basses plaines wilhems coromandel sacre coeur sacre coeur basses plaines wilhems emmaus emmaus coromandel sacre coeur basses plaines wilhems basses plaines wilhems mauritius basses plaines wilhems coromandel sacre coeur sacre coeur basses plaines wilhems emmaus emmaus coromandel sacre coeur basses plaines wilhems basses plaines wilhems mauritius mercredi 06 30 mass,locality_level,Approximate locality coordinate added in v14.4; directions still use Google Maps text query to avoid false precision.,Emmaüs — 06:30,not_vigil,False,not applicable,Mercredi,Mercredi,False,,,False,Mercredi 06:30 — Mass,rebuilt_from_official-source-traced_baseline
v19-0030,basses-plaines-wilhems-sacre-cur,basses-plaines-wilhems-sacre-cur-emmaus-coromandel,Basses Plaines Wilhems,Coromandel,Sacré-Cœur,Sacré-Cœur (Basses Plaines Wilhems),Emmaüs,Samedi,17:00,Mass,Mass,high,,,,Vigil Mass,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/sacre-coeur-1880,2026-04-26,True,-20.19,57.467,"Emmaüs, Coromandel, Sacré-Cœur (Basses Plaines Wilhems), Basses Plaines Wilhems, Mauritius",Sacré-Cœur,Sub-parish,True,Mass,basses plaines wilhems coromandel sacre coeur sacre coeur basses plaines wilhems emmaus vigil mass emmaus coromandel sacre coeur basses plaines wilhems basses plaines wilhems mauritius basses plaines wilhems coromandel sacre coeur sacre coeur basses plaines wilhems emmaus vigil mass emmaus coromandel sacre coeur basses plaines wilhems basses plaines wilhems mauritius vigil mass,locality_level,Approximate locality coordinate added in v14.4; directions still use Google Maps text query to avoid false precision.,Emmaüs — 17:00,practical_1530_rule,True,Saturday Mass at or after 15:30 under v21.4 Sunday-obligation rule,Samedi,Sunday,True,Counts for Sunday obligation,Compte pour l’obligation dominicale,True,Vigil Mass,rebuilt_from_official-source-traced_baseline
v19-0031,basses-plaines-wilhems-sacre-cur,basses-plaines-wilhems-sacre-cur-leau-vive-chebel,Basses Plaines Wilhems,Chebel,Sacré-Cœur,Sacré-Cœur (Basses Plaines Wilhems),L’Eau Vive,Dimanche,08:00,Mass,Mass,high,,,,Carried forward into v19.1 release candidate from the source-traced v19.0 master dataset; not freshly re-scraped line by line.,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/sacre-coeur-1880,2026-04-26,True,-20.227,57.44,"L’Eau Vive, Chebel, Sacré-Cœur (Basses Plaines Wilhems), Basses Plaines Wilhems, Mauritius",Sacré-Cœur,Sub-parish,True,Mass,basses plaines wilhems chebel sacre coeur sacre coeur basses plaines wilhems l eau vive l eau vive chebel sacre coeur basses plaines wilhems basses plaines wilhems mauritius basses plaines wilhems chebel sacre coeur sacre coeur basses plaines wilhems l eau vive l eau vive chebel sacre coeur basses plaines wilhems basses plaines wilhems mauritius dimanche 08 00 mass,locality_level,Approximate locality coordinate added in v14.4; directions still use Google Maps text query to avoid false precision.,L’Eau Vive — 08:00,not_vigil,False,not applicable,Dimanche,Sunday,False,,,True,Dimanche 08:00 — Mass,rebuilt_from_official-source-traced_baseline
v19-0032,basses-plaines-wilhems-sacre-cur,basses-plaines-wilhems-sacre-cur-notre-dame-de-la-confiance-barkly,Basses Plaines Wilhems,Barkly,Sacré-Cœur,Sacré-Cœur (Basses Plaines Wilhems),Notre-Dame-de-la-Confiance,Dimanche,09:30,Mass,Mass,high,,,,Carried forward into v19.1 release candidate from the source-traced v19.0 master dataset; not freshly re-scraped line by line.,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/sacre-coeur-1880,2026-04-26,True,-20.222,57.466,"Notre-Dame-de-la-Confiance, Barkly, Sacré-Cœur (Basses Plaines Wilhems), Basses Plaines Wilhems, Mauritius",Sacré-Cœur,Sub-parish,True,Mass,basses plaines wilhems barkly sacre coeur sacre coeur basses plaines wilhems notre dame de la confiance notre dame de la confiance barkly sacre coeur basses plaines wilhems basses plaines wilhems mauritius basses plaines wilhems barkly sacre coeur sacre coeur basses plaines wilhems notre dame de la confiance notre dame de la confiance barkly sacre coeur basses plaines wilhems basses plaines wilhems mauritius dimanche 09 30 mass,locality_level,Approximate locality coordinate added in v14.4; directions still use Google Maps text query to avoid false precision.,Notre-Dame-de-la-Confiance — 09:30,not_vigil,False,not applicable,Dimanche,Sunday,False,,,True,Dimanche 09:30 — Mass,rebuilt_from_official-source-traced_baseline
v19-0033,basses-plaines-wilhems-sacre-cur,basses-plaines-wilhems-sacre-cur-sacre-cur-beau-bassin,Basses Plaines Wilhems,Beau-Bassin,Sacré-Cœur,Sacré-Cœur (Basses Plaines Wilhems),Sacré-Cœur,Lundi,06:30,Mass,Mass,high,,,,Carried forward into v19.1 release candidate from the source-traced v19.0 master dataset; not freshly re-scraped line by line.,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/sacre-coeur-1880,2026-04-26,True,-20.225,57.466,"Sacré-Cœur, Beau-Bassin, Sacré-Cœur (Basses Plaines Wilhems), Basses Plaines Wilhems, Mauritius",Sacré-Cœur,Parish Church,True,Mass,basses plaines wilhems beau bassin sacre coeur sacre coeur basses plaines wilhems sacre coeur sacre coeur beau bassin sacre coeur basses plaines wilhems basses plaines wilhems mauritius basses plaines wilhems beau bassin sacre coeur sacre coeur basses plaines wilhems sacre coeur sacre coeur beau bassin sacre coeur basses plaines wilhems basses plaines wilhems mauritius lundi 06 30 mass,exact_church,Existing coordinate from prior app dataset.,Sacré-Cœur — 06:30,not_vigil,False,not applicable,Lundi,Lundi,False,,,False,Lundi 06:30 — Mass,rebuilt_from_official-source-traced_baseline
v19-0034,basses-plaines-wilhems-sacre-cur,basses-plaines-wilhems-sacre-cur-sacre-cur-beau-bassin,Basses Plaines Wilhems,Beau-Bassin,Sacré-Cœur,Sacré-Cœur (Basses Plaines Wilhems),Sacré-Cœur,Mardi,06:30,Mass,Mass,high,,,,Carried forward into v19.1 release candidate from the source-traced v19.0 master dataset; not freshly re-scraped line by line.,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/sacre-coeur-1880,2026-04-26,True,-20.225,57.466,"Sacré-Cœur, Beau-Bassin, Sacré-Cœur (Basses Plaines Wilhems), Basses Plaines Wilhems, Mauritius",Sacré-Cœur,Parish Church,True,Mass,basses plaines wilhems beau bassin sacre coeur sacre coeur basses plaines wilhems sacre coeur sacre coeur beau bassin sacre coeur basses plaines wilhems basses plaines wilhems mauritius basses plaines wilhems beau bassin sacre coeur sacre coeur basses plaines wilhems sacre coeur sacre coeur beau bassin sacre coeur basses plaines wilhems basses plaines wilhems mauritius mardi 06 30 mass,exact_church,Existing coordinate from prior app dataset.,Sacré-Cœur — 06:30,not_vigil,False,not applicable,Mardi,Mardi,False,,,False,Mardi 06:30 — Mass,rebuilt_from_official-source-traced_baseline
v19-0035,basses-plaines-wilhems-sacre-cur,basses-plaines-wilhems-sacre-cur-sacre-cur-beau-bassin,Basses Plaines Wilhems,Beau-Bassin,Sacré-Cœur,Sacré-Cœur (Basses Plaines Wilhems),Sacré-Cœur,Jeudi,06:30,Mass,Mass,high,,,,Carried forward into v19.1 release candidate from the source-traced v19.0 master dataset; not freshly re-scraped line by line.,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/sacre-coeur-1880,2026-04-26,True,-20.225,57.466,"Sacré-Cœur, Beau-Bassin, Sacré-Cœur (Basses Plaines Wilhems), Basses Plaines Wilhems, Mauritius",Sacré-Cœur,Parish Church,True,Mass,basses plaines wilhems beau bassin sacre coeur sacre coeur basses plaines wilhems sacre coeur sacre coeur beau bassin sacre coeur basses plaines wilhems basses plaines wilhems mauritius basses plaines wilhems beau bassin sacre coeur sacre coeur basses plaines wilhems sacre coeur sacre coeur beau bassin sacre coeur basses plaines wilhems basses plaines wilhems mauritius jeudi 06 30 mass,exact_church,Existing coordinate from prior app dataset.,Sacré-Cœur — 06:30,not_vigil,False,not applicable,Jeudi,Jeudi,False,,,False,Jeudi 06:30 — Mass,rebuilt_from_official-source-traced_baseline
v19-0036,basses-plaines-wilhems-sacre-cur,basses-plaines-wilhems-sacre-cur-sacre-cur-beau-bassin,Basses Plaines Wilhems,Beau-Bassin,Sacré-Cœur,Sacré-Cœur (Basses Plaines Wilhems),Sacré-Cœur,Vendredi,06:30,Mass,Mass,high,,,,Carried forward into v19.1 release candidate from the source-traced v19.0 master dataset; not freshly re-scraped line by line.,https://dioceseportlouis.org/diocese/les-paroisses/basses-plaines-wilhems/sacre-coeur-1880,2026-04-26,True,-20.225,57.466,"Sacré-Cœur, Beau-Bassin, Sacré-Cœur (Basses Plaines Wilhems), Basses Plaines Wilhems, Mauritius",Sacré-Cœur,Parish Church,True,Mass,basses plaines wilhems beau bassin sacre coeur sacre coeur basses plaines wilhems sacre coeur sacre coeur beau bassin sacre coeur basses plaines wilhems basses plaines wilhems mauritius basses plaines wilhems beau bassin sacre coeur sacre coeur basses plaines wilhems sacre coeur sacre coeur beau bassin sacre coeur basses plaines wilhems basses plaines wilhems mauritius vendredi 06 30 mass,exact_church,Existing coordinate from prior app dataset.,Sacré-Cœur — 06:30,not_vigil,False,not applicable,Vendredi,Vendredi,False,,,False,Vendredi 06:30 — Mass,rebuilt_from_official-source-traced_baseline
